"TableName","SeriesCode","LineNumber","LineDescription","METRIC_NAME","CL_UNIT","UNIT_MULT","year","value"
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2000,8621299
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2001,8993143
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2002,9150049
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2003,9481755
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2004,10015873
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2005,10546102
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2006,11301996
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2007,11932119
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2008,12425679
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2009,12065682
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2010,12556628
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2011,13309571
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2012,13917794
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2013,14068770
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2014,14784074
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2015,15473741
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2016,15887651
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2017,16662756
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2018,17528192
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2019,18363160
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2020,19620082
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2021,21419498
"T20100","A065RC","1","Personal income","Current Dollars","Level","6",2022,22088920
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2000,5847146
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2001,6038348
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2002,6135115
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2003,6353606
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2004,6719488
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2005,7066107
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2006,7479676
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2007,7878475
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2008,8056826
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2009,7759019
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2010,7925369
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2011,8226175
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2012,8567363
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2013,8835039
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2014,9250208
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2015,9699419
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2016,9966108
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2017,10424372
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2018,10957404
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2019,11446611
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2020,11596428
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2021,12557025
"T20100","A033RC","2","Compensation of employees","Current Dollars","Level","6",2022,13436720
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2000,4824946
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2001,4953635
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2002,4995843
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2003,5138269
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2004,5421014
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2005,5691379
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2006,6056739
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2007,6396392
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2008,6534095
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2009,6249110
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2010,6372510
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2011,6626182
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2012,6928124
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2013,7113994
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2014,7476332
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2015,7859482
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2016,8091239
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2017,8474410
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2018,8899824
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2019,9325144
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2020,9465660
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2021,10315597
"T20100","A034RC","3","Wages and salaries","Current Dollars","Level","6",2022,11123119
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2000,4045159
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2001,4131637
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2002,4122977
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2003,4224317
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2004,4468675
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2005,4700059
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2006,5022214
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2007,5307847
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2008,5390244
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2009,5073887
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2010,5181336
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2011,5431331
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2012,5729815
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2013,5905988
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2014,6239431
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2015,6583727
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2016,6783210
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2017,7126207
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2018,7497950
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2019,7874807
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2020,7971079
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2021,8770498
"T20100","A132RC","4","Private industries","Current Dollars","Level","6",2022,9498951
"T20100","B202RC","5","Government","Current Dollars","Level","6",2000,779787
"T20100","B202RC","5","Government","Current Dollars","Level","6",2001,821998
"T20100","B202RC","5","Government","Current Dollars","Level","6",2002,872866
"T20100","B202RC","5","Government","Current Dollars","Level","6",2003,913952
"T20100","B202RC","5","Government","Current Dollars","Level","6",2004,952339
"T20100","B202RC","5","Government","Current Dollars","Level","6",2005,991320
"T20100","B202RC","5","Government","Current Dollars","Level","6",2006,1034524
"T20100","B202RC","5","Government","Current Dollars","Level","6",2007,1088544
"T20100","B202RC","5","Government","Current Dollars","Level","6",2008,1143851
"T20100","B202RC","5","Government","Current Dollars","Level","6",2009,1175223
"T20100","B202RC","5","Government","Current Dollars","Level","6",2010,1191174
"T20100","B202RC","5","Government","Current Dollars","Level","6",2011,1194851
"T20100","B202RC","5","Government","Current Dollars","Level","6",2012,1198309
"T20100","B202RC","5","Government","Current Dollars","Level","6",2013,1208006
"T20100","B202RC","5","Government","Current Dollars","Level","6",2014,1236901
"T20100","B202RC","5","Government","Current Dollars","Level","6",2015,1275756
"T20100","B202RC","5","Government","Current Dollars","Level","6",2016,1308029
"T20100","B202RC","5","Government","Current Dollars","Level","6",2017,1348203
"T20100","B202RC","5","Government","Current Dollars","Level","6",2018,1401874
"T20100","B202RC","5","Government","Current Dollars","Level","6",2019,1450337
"T20100","B202RC","5","Government","Current Dollars","Level","6",2020,1494580
"T20100","B202RC","5","Government","Current Dollars","Level","6",2021,1545099
"T20100","B202RC","5","Government","Current Dollars","Level","6",2022,1624168
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2000,1022200
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2001,1084714
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2002,1139272
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2003,1215337
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2004,1298474
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2005,1374728
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2006,1422938
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2007,1482083
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2008,1522730
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2009,1509910
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2010,1552859
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2011,1599993
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2012,1639238
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2013,1721044
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2014,1773876
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2015,1839937
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2016,1874870
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2017,1949962
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2018,2057580
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2019,2121468
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2020,2130768
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2021,2241427
"T20100","A038RC","6","Supplements to wages and salaries","Current Dollars","Level","6",2022,2313601
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2000,676980
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2001,726727
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2002,773229
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2003,832793
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2004,889722
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2005,946666
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2006,975632
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2007,1020414
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2008,1051324
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2009,1051812
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2010,1083859
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2011,1107251
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2012,1125945
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2013,1194735
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2014,1227455
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2015,1270575
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2016,1293924
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2017,1345306
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2018,1432791
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2019,1470828
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2020,1472052
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2021,1534689
"T20100","B040RC","7","Employer contributions for employee pension and insurance funds","Current Dollars","Level","6",2022,1548261
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2000,345220
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2001,357987
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2002,366043
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2003,382544
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2004,408752
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2005,428062
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2006,447306
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2007,461669
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2008,471406
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2009,458098
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2010,469000
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2011,492742
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2012,513293
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2013,526309
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2014,546421
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2015,569362
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2016,580946
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2017,604656
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2018,624789
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2019,650639
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2020,658716
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2021,706739
"T20100","B039RC","8","Employer contributions for government social insurance","Current Dollars","Level","6",2022,765340
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2000,753559
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2001,831057
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2002,870133
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2003,897509
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2004,962895
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2005,979140
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2006,1050869
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2007,995398
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2008,960304
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2009,938126
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2010,1108503
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2011,1228337
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2012,1299922
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2013,1351739
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2014,1369965
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2015,1347722
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2016,1349214
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2017,1428634
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2018,1495331
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2019,1555775
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2020,1594019
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2021,1815266
"T20100","A041RC","9","Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level","6",2022,1873555
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2000,31194
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2001,32138
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2002,20305
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2003,37120
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2004,52391
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2005,47914
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2006,34301
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2007,41499
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2008,39526
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2009,27596
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2010,38696
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2011,63930
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2012,60980
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2013,87532
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2014,68487
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2015,55460
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2016,36024
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2017,41005
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2018,32131
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2019,33785
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2020,46344
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2021,75546
"T20100","B042RC","10","Farm","Current Dollars","Level","6",2022,95925
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2000,722365
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2001,798919
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2002,849828
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2003,860390
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2004,910504
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2005,931226
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2006,1016569
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2007,953900
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2008,920779
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2009,910531
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2010,1069807
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2011,1164406
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2012,1238943
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2013,1264206
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2014,1301478
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2015,1292263
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2016,1313189
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2017,1387629
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2018,1463200
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2019,1521991
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2020,1547675
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2021,1739720
"T20100","A045RC","11","Nonfarm","Current Dollars","Level","6",2022,1777630
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2000,183476
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2001,202403
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2002,208448
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2003,227098
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2004,242781
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2005,221105
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2006,181120
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2007,186259
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2008,290275
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2009,347592
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2010,433671
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2011,506541
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2012,534468
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2013,578687
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2014,598502
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2015,601351
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2016,618723
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2017,642028
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2018,671488
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2019,688432
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2020,738112
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2021,772259
"T20100","A048RC","12","Rental income of persons with capital consumption adjustment","Current Dollars","Level","6",2022,870266
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2000,1455648
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2001,1461935
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2002,1402632
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2003,1435569
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2004,1498706
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2005,1636354
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2006,1899026
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2007,2105303
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2008,2151519
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2009,1838471
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2010,1747679
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2011,1906485
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2012,2103551
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2013,1983244
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2014,2177401
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2015,2344590
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2016,2415419
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2017,2610966
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2018,2789376
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2019,2950022
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2020,2912422
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2021,3180726
"T20100","W210RC","13","Personal income receipts on assets","Current Dollars","Level","6",2022,3474032
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2000,1069278
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2001,1087525
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2002,1001156
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2003,1004371
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2004,939342
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2005,1081326
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2006,1215446
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2007,1325248
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2008,1345849
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2009,1272829
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2010,1211054
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2011,1216066
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2012,1271809
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2013,1201595
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2014,1260374
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2015,1347722
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2016,1387973
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2017,1466672
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2018,1554473
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2019,1603518
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2020,1508953
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2021,1480270
"T20100","A064RC","14","Personal interest income","Current Dollars","Level","6",2022,1634870
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2000,386370
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2001,374410
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2002,401476
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2003,431198
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2004,559365
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2005,555028
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2006,683580
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2007,780055
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2008,805670
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2009,565642
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2010,536625
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2011,690419
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2012,831742
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2013,781648
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2014,917027
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2015,996868
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2016,1027446
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2017,1144294
"T20100","B703RC","15","Personal dividend income","Current Dollars","Level","6",2018,1234903
